300 51432.034572295 56010.310244466
310 52286.0066421317 55526.4869091902
320 52980.9403583557 56301.9830397125
330 52505.7033687024 56826.1394748384
340 51398.267872099 57779.6026966216
350 53146.3940934422 56895.6567307155
360 53207.681605829 57743.6863815414
370 52825.3848785863 57369.1739704514
380 54861.139275151 57826.064112334
390 54743.3667025839 58684.5212345491
400 55321.5485783974 59106.2472919322
410 54855.6713267125 59498.0887732916
420 54303.8141763877 59269.8642635323
430 55405.6918413352 59417.163917002
440 56233.6601671937 59741.465520368
450 56485.7745590532 59997.6674742973
460 58095.2429336072 61816.6054567985
470 58319.4915307531 62209.2168011089
480 57138.7846520959 61801.1949040327
490 57757.1099494608 62542.9367970827
500 59246.1869061585 63399.7838122644
510 60165.5450191596 62627.1728159367
520 57996.5090358285 62959.7387646753
530 56991.3562047061 65073.0348395677
540 58338.3124178399 65112.7402227721
550 61759.2601690877 65606.2279463657
560 62568.546921572 64469.0698797946
570 61537.7732433582 65354.0100312835
580 61464.194928114 66905.2928050408
590 61984.0272471824 66737.5496783818
600 62657.6655984669 68176.5327153613
610 62503.9680368154 68151.6587091365
620 61318.3020618073 68802.7101574048
630 63529.0156955334 70762.5552556136
640 60546.3948864718 68499.3610553671
650 63207.0442923344 69783.7347208142
660 63680.3348681743 71323.4079801585
670 65870.5741071633 70338.146365722
680 64918.2473501171 70836.8247013751
690 64197.0902745591 71728.565645019
700 66077.188156765 71485.5082012481
710 65591.0173738401 71620.0887677225
720 65802.1655714447 73290.2462051288
730 67658.378745966 74436.0528280504
740 67211.0297778235 73388.059642315
750 68017.1592769464 73503.7399843332
760 66362.9646104322 75706.5734824842
770 68721.0236103407 76213.6221330096
780 67971.7884988788 74697.5711164427
790 69685.1357821875 76208.974242269
800 69842.9986636362 76664.6925276164
810 69514.3144981703 79025.7122644032
820 70403.0475117544 78469.6392392376
830 69287.964277916 79857.4627260143
840 67740.7738650418 79854.2163658428
850 69851.6416143116 82803.8781068392
860 72535.8480906459 83707.8868702702
870 71293.8312720953 81015.1161483595
880 72220.8445932374 78682.4076436099
890 73285.3383240802 83432.0787419157
900 74314.8531119941 85533.4364784098
