300 36925.4043284403 46896.378405596
320 39816.4847724425 46795.6414190842
340 39283.3742923286 47273.5879465919
360 39369.6269060297 47324.5500860824
380 39466.9212583481 48354.3132562593
400 40264.0787545772 48864.7155030448
420 42065.8512675779 48313.7819260551
440 41300.4622746878 49154.8369091608
460 43731.5121284592 49967.9899165711
480 43732.3600360338 49659.7796381705
500 44754.5799397662 51630.5893827444
520 45674.9822907558 50766.7906218664
540 43980.177783642 51094.6523934997
560 44699.6671118058 51579.7250967343
580 45015.3773731501 51822.629861568
600 46356.6024845684 53989.4191658812
620 46359.3569424443 54219.968058939
640 48162.2196342022 54881.8491223777
660 48391.8061430407 56094.4160566929
680 48168.8083949499 54957.9183459181
700 47976.3659255867 56385.7569509567
720 49733.0385514188 57275.1410484398
740 50209.0287834032 58246.2011372455
760 52761.4874761338 60956.9983217192
780 50193.8847605743 60139.4274450091
800 52634.4637883541 61766.5450828848
820 50931.3109379345 60944.4087048035
840 51152.9613203239 63203.9984607448
860 52939.1360192214 62312.5149282365
880 53606.1348600869 63493.2096580308
900 54952.1621555156 64104.6206198945
300 39348.3462096569 47701.7647073316
305 37448.6926257551 46881.7160540875
310 37325.1070568275 47812.6975244479
315 37404.0316671854 47590.5134618305
320 38069.8292650758 47850.7997955973
325 37957.0715769235 47557.7705755243
330 38973.8768950544 47913.843102665
335 38363.1767043432 47512.3143695876
340 39996.7319228295 47832.2294113791
345 38246.724138984 47948.2523729082
350 39615.1189797066 48027.4935376884
355 39920.7856879919 47821.4691973009
360 39279.5282717168 48489.5284607771
365 39388.8938567324 48331.1809373169
370 40591.0360560862 47688.3463036003
375 40465.287979394 47971.2293034731
380 39863.0379201491 47887.3698564151
385 40386.288039412 47977.124433306
390 38996.8921199057 47835.2307583842
395 40580.1869763328 48377.8668624746
400 41260.7050179542 48171.9888274574
405 41937.7037561797 48365.8057574031
410 40790.6801288954 48273.7530543358
415 41027.4632110576 48012.4467321579
420 40675.9746611837 48516.4500027187
425 40590.2436116751 48845.2489823978
430 40200.9159286635 48391.236984604
435 42681.781481862 48551.0075334167
440 42183.5118331604 48863.981043404
445 42541.794044493 49643.4127708651
450 42392.1157854388 49759.8785906296
455 42610.7015198955 49173.9420240646
460 41078.431860636 49989.088229422
465 40789.121964479 49775.0575390962
470 42609.6365975297 50901.1315086444
475 42474.5794281608 49300.913777399
480 43815.4547828877 50140.6876505105
485 42106.7144446025 50826.6752274658
490 41917.773022328 50473.5042147401
495 44577.6218995562 50834.6963801642
500 43776.5907111568 51278.7328829301
505 43776.1614940299 50782.7999144641
510 44969.5386879788 51326.163389197
515 43893.4404157045 50025.241642074
520 43642.1451492652 51724.2184317238
525 44923.178018801 50907.1441771363
530 44997.1248090999 50862.7579342915
535 44833.9319515401 51601.1993884575
540 45133.7118757412 51759.8402829336
545 45168.8433097936 51835.6682554742
550 44715.921289965 52627.8958704665
555 42579.8970299766 51850.6504478666
560 46051.7324489457 51257.2528712067
565 47827.9514663465 52147.0659106719
570 45942.2729563204 52106.8814933557
575 46753.4143582313 52801.2865471088
580 46490.8266974819 52399.7948695717
585 46985.768002446 52858.3044768887
590 46932.3003349959 52541.7196789978
595 47516.7541272551 53429.8501337594
600 46102.0824003327 53274.5768995466
605 46631.3439423567 53577.7492404127
610 46730.73087008 54520.4569251498
615 46903.4624936095 53851.6572557103
620 46829.4308857899 54965.0240991125
625 46785.5568043051 54085.8000978795
630 46994.9318852626 55383.4411922282
635 48568.1803080392 53804.2276658564
640 46768.540729706 55584.1801436572
645 47193.8544597502 55136.2359947464
650 47816.2173489726 54798.866336814
655 48087.8155463552 55255.3466499999
660 49289.7475451397 56067.7494164482
665 46892.6383541111 56032.8237064959
670 47839.8843206246 55993.4048450327
675 48572.3678493753 56311.3002564227
680 48745.7898362019 55395.5706318379
685 49272.323172628 58094.8457689128
690 49187.0380318534 57318.3493140197
695 48229.9316442335 56675.4912651082
700 49196.9777429471 55434.0844125528
705 47892.3745713099 57951.7038660138
710 50370.8252612337 56999.8886106503
715 50779.7381209666 58520.934894418
720 49573.9731248989 56004.1598895563
725 51292.2678373432 59502.4698090751
730 50047.7735289554 58683.5788144305
735 50323.1461204115 59015.5576706296
740 49719.8640669804 58319.1948618791
745 50225.4717170542 58155.4073944048
750 49977.866943177 58005.7078331027
